IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
170568049,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,07/13/2017,04:57,CENTRAL,"ARREST, BOOKED",600 Block of MASON ST,-122.410271349769,37.78950162919134,"(37.78950162919134, -122.410271349769)",17056804906243
176186289,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,07/17/2017,12:05,RICHMOND,NONE,400 Block of JOHNFKENNEDY DR,-122.46523901593832,37.772502862943035,"(37.772502862943035, -122.46523901593831)",17618628906244
176312901,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,11/30/2017,09:30,SOUTHERN,NONE,SPEAR ST / FOLSOM ST,-122.39097657215416,37.79007123006989,"(37.79007123006989, -122.39097657215417)",17631290106244
176293113,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,11/09/2017,14:20,TARAVAL,NONE,QUINTARA ST / 24TH AV,-122.48143952749734,37.74840872282343,"(37.74840872282343, -122.48143952749734)",17629311306244
170822986,NON-CRIMINAL,LOST PROPERTY,Sunday,10/08/2017,18:00,CENTRAL,NONE,700 Block of VALLEJO ST,-122.40979166229263,37.79850834804346,"(37.79850834804346, -122.40979166229266)",17082298671000
176121150,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,05/09/2017,19:00,NORTHERN,NONE,CHESTNUT ST / DIVISADERO ST,-122.4428483620957,37.799976623734466,"(37.79997662373447, -122.4428483620957)",17612115006244
170400792,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,05/15/2017,19:00,RICHMOND,NONE,3500 Block of JACKSON ST,-122.4533273066959,37.790136933257365,"(37.790136933257365, -122.4533273066959)",17040079228150
170876610,ASSAULT,BATTERY WITH SERIOUS INJURIES,Thursday,10/26/2017,15:49,CENTRAL,NONE,1700 Block of THE EMBARCADERONORTH ST,-122.4107742143754,37.80843501758691,"(37.80843501758691, -122.4107742143754)",17087661004136
170291632,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,04/09/2017,09:00,BAYVIEW,NONE,2900 Block of GRIFFITH ST,-122.38970289478762,37.71658299709736,"(37.71658299709735, -122.38970289478762)",17029163207021
176044803,NON-CRIMINAL,LOST PROPERTY,Wednesday,02/15/2017,14:34,CENTRAL,NONE,PINE ST / POWELL ST,-122.4089776054129,37.79108869095424,"(37.79108869095424, -122.4089776054129)",17604480371000
170261685,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,03/30/2017,19:06,MISSION,"ARREST, BOOKED",2800 Block of FOLSOM ST,-122.41393540404356,37.7516932889916,"(37.75169328899159, -122.41393540404356)",17026168516010
170046722,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,01/17/2017,22:15,TARAVAL,NONE,600 Block of JUDAH ST,-122.46885942057457,37.761961211297326,"(37.761961211297326, -122.46885942057455)",17004672207021
170974383,MISSING PERSON,MISSING ADULT,Monday,11/20/2017,09:00,TENDERLOIN,NONE,300 Block of TAYLOR ST,-122.41130281302492,37.78553557911025,"(37.785535579110245, -122.41130281302492)",17097438374000
176037187,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,02/09/2017,14:10,NORTHERN,NONE,VANNESS AV / OFARRELL ST,-122.42119522181522,37.78475365775609,"(37.78475365775609, -122.42119522181522)",17603718706372
170833400,ASSAULT,SHOOTING INTO INHABITED DWELLING OR OCCUPIED VEHICLE,Thursday,10/12/2017,10:22,INGLESIDE,NONE,LELAND AV / CORA ST,-122.40833330196402,37.71281464832953,"(37.71281464832953, -122.40833330196402)",17083340004081
176322386,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,12/07/2017,17:00,CENTRAL,NONE,2100 Block of STOCKTON ST,-122.410287372543,37.80556318943953,"(37.805563189439525, -122.41028737254301)",17632238606372
176321695,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,12/07/2017,23:59,PARK,NONE,DIVISADERO ST / HAYES ST,-122.43779970346763,37.774991294436624,"(37.774991294436624, -122.43779970346765)",17632169506374
170314444,WEAPON LAWS,CARRYING A CONCEALED WEAPON,Monday,04/17/2017,12:56,MISSION,"ARREST, BOOKED",3900 Block of 18TH ST,-122.43171008258426,37.76114188133271,"(37.7611418813327, -122.43171008258426)",17031444412015
176154753,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,03/31/2017,14:28,SOUTHERN,NONE,MARKET ST / 7TH ST,-122.41251534135559,37.780477748050814,"(37.78047774805081, -122.41251534135559)",17615475328150
176257238,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,10/06/2017,22:00,MISSION,NONE,19TH ST / VALENCIA ST,-122.42142614299549,37.760101797052506,"(37.760101797052506, -122.42142614299549)",17625723806244
170808469,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,10/03/2017,19:00,CENTRAL,NONE,0 Block of BAY ST,-122.40642963346113,37.80656886145246,"(37.80656886145246, -122.40642963346117)",17080846906244
170861047,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, ATT. FORCIBLE",Saturday,10/21/2017,01:05,CENTRAL,NONE,100 Block of BATTERY ST,-122.3997946056666,37.79275148463858,"(37.79275148463858, -122.39979460566659)",17086104705152
170497664,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,06/18/2017,21:30,CENTRAL,NONE,NORTHPOINT ST / MASON ST,-122.41378946743656,37.80655265287076,"(37.80655265287076, -122.41378946743657)",17049766428160
170368764,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Friday,05/05/2017,12:00,RICHMOND,NONE,3200 Block of GEARY BL,-122.4536584970485,37.78153271496977,"(37.78153271496977, -122.4536584970485)",17036876464060
170178949,NON-CRIMINAL,FOUND PROPERTY,Friday,03/03/2017,16:30,MISSION,NONE,400 Block of CHURCH ST,-122.42861091339971,37.76322889730356,"(37.76322889730356, -122.42861091339972)",17017894972000
176286691,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,10/23/2017,11:02,RICHMOND,NONE,3500 Block of GEARY BL,-122.45701616347428,37.781216378666564,"(37.781216378666564, -122.45701616347428)",17628669106372
170324471,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,04/20/2017,15:30,TENDERLOIN,NONE,JONES ST / GOLDEN GATE AV,-122.4122241647361,37.78207293120293,"(37.78207293120293, -122.4122241647361)",17032447106153
170004861,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,01/02/2017,19:00,CENTRAL,"ARREST, BOOKED",MASON ST / NORTHPOINT ST,-122.41378946723174,37.806552652983946,"(37.806552652983946, -122.41378946723174)",17000486127130
176269669,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,10/19/2017,12:00,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / HARRISON ST,-122.38848556238665,37.78957276256299,"(37.78957276256299, -122.38848556238665)",17626966906244
171025325,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,12/19/2017,17:45,TENDERLOIN,"ARREST, BOOKED",POWELL ST / ELLIS ST,-122.4078542345377,37.785492204460155,"(37.78549220446016, -122.40785423453767)",17102532516650
170896721,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Thursday,11/02/2017,19:18,CENTRAL,NONE,100 Block of SANSOME ST,-122.400772032282,37.79166045566504,"(37.79166045566504, -122.400772032282)",17089672105073
176300417,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,11/17/2017,01:00,RICHMOND,NONE,500 Block of 45TH AV,-122.50602296854466,37.77813523801398,"(37.77813523801398, -122.50602296854466)",17630041706244
176325556,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,12/14/2017,22:10,NORTHERN,NONE,300 Block of MCALLISTER ST,-122.4177779326192,37.780308989340256,"(37.78030898934026, -122.4177779326192)",17632555606244
170582754,OTHER OFFENSES,AGGRESSIVE SOLICITING,Tuesday,07/18/2017,06:52,SOUTHERN,"ARREST, BOOKED",200 Block of MARKET ST,-122.39685349996866,37.79267911710725,"(37.79267911710725, -122.39685349996866)",17058275430191
170805857,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,09/18/2017,12:00,CENTRAL,NONE,1200 Block of THE EMBARCADERONORTH ST,-122.4043871291217,37.80607838862535,"(37.806078388625345, -122.4043871291217)",17080585706304
170423669,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,05/23/2017,17:40,TARAVAL,NONE,WINSTON DR / STONECREST DR,-122.47423235448595,37.726886334300794,"(37.7268863343008, -122.47423235448595)",17042366964020
176171688,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,07/03/2017,14:35,CENTRAL,NONE,CHESTNUT ST / LEAVENWORTH ST,-122.41815351339596,37.80313603125008,"(37.80313603125008, -122.41815351339596)",17617168806244
170296701,OTHER OFFENSES,OTHER OFFENSES AGAINST PUBLIC JUSTICE,Tuesday,04/11/2017,14:30,CENTRAL,"ARREST, BOOKED",THE EMBARCADERONORTH ST / GREEN ST,-122.39886197111295,37.80078099960368,"(37.80078099960368, -122.39886197111295)",17029670127066
176255737,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,08/16/2017,17:30,NORTHERN,NONE,POLK ST / ELLIS ST,-122.41936629479694,37.78402804520321,"(37.7840280452032, -122.41936629479697)",17625573706374
170664675,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,08/06/2017,11:00,RICHMOND,NONE,3700 Block of CLAY ST,-122.454598984691,37.78806695812205,"(37.78806695812205, -122.454598984691)",17066467571010
176252084,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,10/01/2017,19:30,MISSION,NONE,20TH ST / CAPP ST,-122.41796448376013,37.75869681664891,"(37.75869681664891, -122.41796448376013)",17625208428150
170078032,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,01/28/2017,15:00,NORTHERN,NONE,1100 Block of FRANCISCO ST,-122.42412350880971,37.803361335636225,"(37.803361335636225, -122.42412350880973)",17007803206243
170856305,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Friday,10/13/2017,18:00,INGLESIDE,NONE,400 Block of DUNCAN ST,-122.43005645979841,37.74584886211053,"(37.74584886211053, -122.4300564597984)",17085630505023
170973915,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Friday,12/01/2017,11:23,CENTRAL,"ARREST, BOOKED",POWELL ST / JEFFERSON ST,-122.41252723968178,37.80862505954667,"(37.80862505954667, -122.41252723968178)",17097391519010
170766209,ASSAULT,THREATS AGAINST LIFE,Wednesday,08/30/2017,00:01,TENDERLOIN,NONE,400 Block of JONES ST,-122.41285712652405,37.78558043617015,"(37.78558043617015, -122.41285712652403)",17076620919057
170532088,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,06/29/2017,18:15,SOUTHERN,NONE,MARKET ST / 5TH ST,-122.40806834514828,37.78399167681609,"(37.783991676816086, -122.40806834514827)",17053208806112
170138830,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,02/17/2017,22:30,BAYVIEW,"ARREST, BOOKED",SHAFTER AV / 3RD ST,-122.39180029694313,37.7316450604526,"(37.7316450604526, -122.39180029694312)",17013883065015
170373666,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Sunday,05/07/2017,00:59,SOUTHERN,"ARREST, BOOKED",200 Block of RHODEISLAND ST,-122.40267580594299,37.76671554374068,"(37.76671554374068, -122.402675805943)",17037366605051
176059147,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,01/21/2017,15:22,MISSION,NONE,1200 Block of UTAH ST,-122.40546043348385,37.75368411582375,"(37.753684115823745, -122.40546043348384)",17605914706374
176308546,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,11/24/2017,18:21,CENTRAL,NONE,POLK ST / NORTHPOINT ST,-122.42365836980915,37.80528509265663,"(37.805285092656625, -122.42365836980917)",17630854606244
170894963,VEHICLE THEFT,STOLEN MOTORCYCLE,Wednesday,11/01/2017,16:30,INGLESIDE,NONE,0 Block of VIENNA ST,-122.42492120202324,37.72767419945127,"(37.727674199451265, -122.42492120202324)",17089496307023
170847360,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,10/16/2017,16:45,CENTRAL,NONE,400 Block of STOCKTON ST,-122.40697756369153,37.78991810168596,"(37.789918101685956, -122.40697756369151)",17084736006244
170063077,NON-CRIMINAL,FOUND PROPERTY,Monday,01/23/2017,12:00,TARAVAL,UNFOUNDED,100 Block of STONECREST DR,-122.47413792307873,37.72804265103108,"(37.728042651031075, -122.47413792307873)",17006307772000
176266643,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,09/01/2017,19:00,BAYVIEW,NONE,CHINABASIN ST / ILLINOIS ST,-122.38792119559037,37.7643790292129,"(37.76437902921291, -122.38792119559037)",17626664306244
170280481,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,04/05/2017,21:43,TARAVAL,"ARREST, BOOKED",300 Block of VICTORIA ST,-122.465262620907,37.71703564660058,"(37.71703564660058, -122.465262620907)",17028048162050
170427633,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,05/24/2017,23:30,MISSION,NONE,3000 Block of 22ND ST,-122.41493567029688,37.75572155814324,"(37.755721558143236, -122.41493567029688)",17042763306151
170161546,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,02/25/2017,22:30,SOUTHERN,NONE,0 Block of 6TH ST,-122.40950430935028,37.781526271747,"(37.781526271747, -122.40950430935028)",17016154606154
176170812,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,06/26/2017,05:10,CENTRAL,NONE,300 Block of POST ST,-122.40761288538702,37.788448601970465,"(37.78844860197047, -122.40761288538702)",17617081228150
170696656,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Saturday,08/26/2017,13:35,CENTRAL,NONE,200 Block of STOCKTON ST,-122.40665871100843,37.788274528578526,"(37.788274528578526, -122.40665871100843)",17069665606364
170525889,TRESPASS,TRESPASSING,Wednesday,06/28/2017,04:25,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.40653911514816,37.75648641093089,"(37.75648641093089, -122.40653911514814)",17052588927195
170905372,WARRANTS,WARRANT ARREST,Thursday,11/02/2017,15:00,SOUTHERN,"ARREST, BOOKED",1200 Block of MARKET ST,-122.41544875956171,37.77829352012903,"(37.778293520129026, -122.41544875956173)",17090537263010
170365055,NON-CRIMINAL,LOST PROPERTY,Tuesday,05/02/2017,08:00,TENDERLOIN,NONE,GEARY ST / MASON ST,-122.4098766225322,37.78714880797902,"(37.78714880797902, -122.40987662253222)",17036505571000
170321916,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Wednesday,04/19/2017,17:57,MISSION,NONE,2800 Block of FOLSOM ST,-122.41393540404356,37.7516932889916,"(37.75169328899159, -122.41393540404356)",17032191671024
170772808,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Thursday,09/21/2017,20:46,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.40091602902487,37.78545749029967,"(37.78545749029967, -122.40091602902488)",17077280813075
170603554,VEHICLE THEFT,STOLEN TRUCK,Monday,07/24/2017,10:00,SOUTHERN,NONE,BRYANT ST / BEALE ST,-122.38963953154301,37.786225041808095,"(37.78622504180809, -122.389639531543)",17060355407025
170751006,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,09/12/2017,22:00,CENTRAL,NONE,1400 Block of SACRAMENTO ST,-122.41696299314931,37.79205753055838,"(37.79205753055838, -122.41696299314931)",17075100606303
170718642,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,09/02/2017,23:00,CENTRAL,NONE,BROADWAY ST / SANSOME ST,-122.40223245422196,37.798430277359856,"(37.79843027735985, -122.40223245422197)",17071864206244
170738963,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,09/10/2017,11:12,TENDERLOIN,NONE,LEAVENWORTH ST / ELLIS ST,-122.41443315506254,37.78465763292555,"(37.78465763292555, -122.41443315506254)",17073896364085
176133729,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,05/22/2017,09:00,CENTRAL,NONE,0 Block of CALIFORNIA ST,-122.39700008427126,37.79353047155304,"(37.79353047155304, -122.39700008427126)",17613372906224
170861194,ASSAULT,BATTERY,Friday,10/20/2017,17:12,BAYVIEW,NONE,300 Block of WILLIAMS AV,-122.39944365894242,37.73017601616475,"(37.73017601616475, -122.39944365894239)",17086119404134
171039887,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,12/25/2017,11:18,INGLESIDE,"ARREST, BOOKED",4900 Block of MISSION ST,-122.43869507536512,37.71969202629292,"(37.71969202629292, -122.43869507536512)",17103988704013
170564122,NON-CRIMINAL,FOUND PROPERTY,Tuesday,07/11/2017,21:00,MISSION,NONE,600 Block of VALENCIA ST,-122.42174765046309,37.762743660114744,"(37.762743660114744, -122.42174765046308)",17056412272000
170752060,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,09/13/2017,02:57,INGLESIDE,NONE,4500 Block of MISSION ST,-122.43467133781729,37.72495729711226,"(37.72495729711226, -122.43467133781729)",17075206006244
170313327,OTHER OFFENSES,RESISTING ARREST,Monday,04/17/2017,00:05,MISSION,"ARREST, BOOKED",0 Block of SHARON ST,-122.42991733479981,37.765247739312784,"(37.76524773931278, -122.42991733479981)",17031332727170
170350385,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Saturday,04/29/2017,02:22,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.41967178029562,37.76505012146682,"(37.76505012146682, -122.41967178029562)",17035038565050
170158474,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,02/24/2017,18:26,PARK,NONE,1300 Block of DIVISADERO ST,-122.43932963493576,37.7819788533568,"(37.781978853356804, -122.43932963493575)",17015847406244
170427069,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,05/24/2017,18:43,BAYVIEW,NONE,18TH ST / DEHARO ST,-122.40132777378281,37.76229013904368,"(37.76229013904368, -122.40132777378282)",17042706964070
170007194,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Tuesday,01/03/2017,15:00,BAYVIEW,NONE,900 Block of CONNECTICUT ST,-122.39720193799316,37.75353512427617,"(37.75353512427617, -122.39720193799317)",17000719405011
171032847,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Friday,12/22/2017,11:05,SOUTHERN,NONE,VALENCIA ST / DUBOCE AV,-122.42236740956324,37.76986823924553,"(37.76986823924552, -122.42236740956325)",17103284704138
176212492,NON-CRIMINAL,LOST PROPERTY,Friday,08/11/2017,14:22,RICHMOND,NONE,FULTON ST / 30TH AV,-122.48953860171179,37.77232469662697,"(37.77232469662697, -122.4895386017118)",17621249271000
170500972,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Tuesday,06/20/2017,00:17,MISSION,"ARREST, BOOKED",3300 Block of 20TH ST,-122.41522942085112,37.75880834364117,"(37.758808343641164, -122.41522942085113)",17050097213075
170226037,ASSAULT,INFLICT INJURY ON COHABITEE,Friday,03/17/2017,23:00,CENTRAL,"ARREST, BOOKED",300 Block of STOCKTON ST,-122.40688650360607,37.78873457635266,"(37.78873457635266, -122.40688650360607)",17022603715040
176087546,NON-CRIMINAL,LOST PROPERTY,Friday,03/31/2017,09:30,RICHMOND,NONE,14TH AV / ANZA ST,-122.47270953060764,37.77870300675272,"(37.77870300675272, -122.47270953060763)",17608754671000
170041788,KIDNAPPING,"KIDNAPPING, ADULT VICTIM",Monday,01/16/2017,08:00,MISSION,"ARREST, BOOKED",3400 Block of 20TH ST,-122.41850340891504,37.758610652670576,"(37.758610652670576, -122.41850340891502)",17004178826141
170842495,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,10/15/2017,09:12,PARK,"ARREST, BOOKED",1100 Block of COLE ST,-122.44958348399028,37.76359650103888,"(37.763596501038876, -122.44958348399027)",17084249562050
176074311,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,03/11/2017,11:30,CENTRAL,NONE,800 Block of THE EMBARCADERONORTH ST,-122.40038746482044,37.80257359916507,"(37.80257359916507, -122.40038746482043)",17607431106244
170543201,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Sunday,06/25/2017,22:30,MISSION,NONE,2700 Block of MISSION ST,-122.41844919178007,37.7530267515876,"(37.75302675158759, -122.41844919178006)",17054320107020
170565675,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,07/12/2017,13:16,MISSION,"ARREST, BOOKED",16TH ST / SOUTH VAN NESS AV,-122.41748832363884,37.76518180399061,"(37.76518180399061, -122.41748832363885)",17056567565010
176128855,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,05/18/2017,16:30,NORTHERN,NONE,1600 Block of GEARY BL,-122.42962925889051,37.784896668192395,"(37.78489666819241, -122.42962925889051)",17612885506244
176036452,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,01/15/2017,14:30,SOUTHERN,NONE,700 Block of MARKET ST,-122.40391914835712,37.78711609846718,"(37.78711609846718, -122.40391914835712)",17603645206374
170989100,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Wednesday,12/06/2017,22:00,CENTRAL,"ARREST, BOOKED",700 Block of BUSH ST,-122.40961459678292,37.78999922535774,"(37.78999922535774, -122.40961459678292)",17098910004014
170733101,TRESPASS,TRESPASSING,Friday,09/08/2017,08:00,CENTRAL,"ARREST, BOOKED",1400 Block of THE EMBARCADERONORTH ST,-122.40642938209848,37.807136806848796,"(37.807136806848796, -122.40642938209848)",17073310127195
170930921,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,11/15/2017,12:11,TARAVAL,NONE,1100 Block of PLYMOUTH AV,-122.45607690802666,37.72288601391894,"(37.72288601391894, -122.45607690802666)",17093092164020
170373359,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,05/07/2017,00:02,MISSION,"ARREST, BOOKED",SHOTWELL ST / 20TH ST,-122.4157812815926,37.75883121346786,"(37.75883121346786, -122.4157812815926)",17037335965010
170055999,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,01/20/2017,22:30,SOUTHERN,NONE,200 Block of 11TH ST,-122.4152322221813,37.772913573444136,"(37.772913573444136, -122.4152322221813)",17005599907021
176047437,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,02/18/2017,15:30,NORTHERN,NONE,FILLMORE ST / GEARY BL,-122.4329146034938,37.78435334265677,"(37.784353342656765, -122.4329146034938)",17604743706244
176163964,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,06/25/2017,22:18,MISSION,NONE,FOLSOM ST / 23RD ST,-122.41423384903842,37.754098688206746,"(37.75409868820675, -122.41423384903845)",17616396406372
170174555,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,03/02/2017,11:15,BAYVIEW,NONE,KIRKWOOD AV / DONAHUE ST,-122.3712743174408,37.727564071951775,"(37.72756407195177, -122.37127431744081)",17017455515040
170529148,NON-CRIMINAL,LOST PROPERTY,Monday,04/10/2017,10:00,NORTHERN,NONE,EDDY ST / POLK ST,-122.41918309636223,37.78309982445922,"(37.78309982445922, -122.41918309636225)",17052914871000
170952806,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,11/23/2017,12:55,RICHMOND,NONE,2500 Block of CALIFORNIA ST,-122.43631219261265,37.7885361638836,"(37.7885361638836, -122.43631219261262)",17095280628150
170813195,MISSING PERSON,MISSING ADULT,Wednesday,10/04/2017,15:20,MISSION,NONE,800 Block of CAPP ST,-122.41749942997069,37.753084671409006,"(37.753084671409006, -122.41749942997069)",17081319574000
171019914,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,12/17/2017,21:53,CENTRAL,"ARREST, BOOKED",900 Block of SUTTER ST,-122.41601094695677,37.78822667196936,"(37.78822667196935, -122.41601094695675)",17101991415040
170745974,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,09/12/2017,17:13,TENDERLOIN,"ARREST, BOOKED",8TH ST / MARKET ST,-122.41474383538244,37.778719262789004,"(37.778719262789004, -122.41474383538245)",17074597465010
170546001,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,07/05/2017,07:00,INGLESIDE,NONE,FOLSOM ST / STONEMAN ST,-122.41337716184498,37.74514938601432,"(37.74514938601432, -122.41337716184498)",17054600107021
170390836,FRAUD,"FALSE PRETENSES, PETTY THEFT",Friday,05/12/2017,11:00,NORTHERN,NONE,1800 Block of FILBERT ST,-122.42992953946272,37.79869669187383,"(37.79869669187383, -122.42992953946272)",17039083610120
170100657,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,02/04/2017,23:06,NORTHERN,NONE,100 Block of OLIVE ST,-122.42026193777977,37.784454127113506,"(37.784454127113506, -122.42026193777976)",17010065764085
176265009,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,10/16/2017,21:20,CENTRAL,NONE,TAYLOR ST / BEACH ST,-122.41561882372156,37.80727560328014,"(37.80727560328014, -122.41561882372157)",17626500906244
170454426,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Saturday,06/03/2017,14:16,TENDERLOIN,NONE,EDDY ST / LARKIN ST,-122.41753069697998,37.78331075399689,"(37.78331075399689, -122.41753069697998)",17045442616110
170904233,OTHER OFFENSES,VIOLATION OF PARK CODE,Sunday,11/05/2017,16:00,MISSION,"ARREST, BOOKED",600 Block of DOLORES ST,-122.42565009167627,37.758637010507776,"(37.758637010507776, -122.42565009167627)",17090423330210
176203037,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,08/06/2017,00:58,NORTHERN,NONE,UNION ST / POLK ST,-122.4223400201215,37.79876071669381,"(37.798760716693806, -122.4223400201215)",17620303706372
176215571,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,08/16/2017,18:48,MISSION,NONE,2300 Block of MISSION ST,-122.41905886810274,37.759422750629646,"(37.75942275062966, -122.41905886810274)",17621557106372
170765972,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,09/18/2017,19:30,INGLESIDE,NONE,CHENERY ST / MATEO ST,-122.42897941349743,37.73638774655284,"(37.736387746552836, -122.42897941349743)",17076597207021
170357820,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,05/01/2017,19:01,SOUTHERN,NONE,100 Block of 6TH ST,-122.40836857934458,37.78077842537316,"(37.78077842537316, -122.40836857934458)",17035782064085
170858925,NON-CRIMINAL,FOUND PROPERTY,Friday,10/20/2017,16:00,TARAVAL,NONE,29TH AV / ORTEGA ST,-122.487050833415,37.75190178015753,"(37.75190178015752, -122.487050833415)",17085892572000
176042249,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,02/13/2017,11:00,RICHMOND,NONE,400 Block of 6TH AV,-122.46427987944624,37.780033299100644,"(37.780033299100644, -122.46427987944624)",17604224906244
176113533,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,04/30/2017,00:01,NORTHERN,NONE,LAGUNA ST / WALLER ST,-122.42532412515473,37.77179502000955,"(37.77179502000955, -122.42532412515473)",17611353306244
